Row,Col,A_Diff_Linear,A_Blue_Linear,A_Green_Diff_Linear,A_Diff,A_Blue,A_Green_Diff,A_Plast_Diff,A_Plast_Green_Diff,T_Plast_Blue,T_Plast_Green,T_Plast_Red,A_Core_Blue,Meniscus_Depth_Ratio,Delta_BStar,B_Star_Norm,Chroma,Hue_Angle,Chroma_L_Ratio,SSAI,AAR,NDYI,RB_Ratio,GB_Ratio,RG_Ratio,Rel_Sat,Blue_Med,Green_Med,Red_Med,L_Med,A_Med,B_Star_Med,S_Med,V_Med,Plate,Photo,True_OD
G,8,0.04579236792097328,-0.049670057850777376,0.0035713583301025392,0.02081471269135142,-0.02257729902308065,0.0016233446955011346,-0.04349579403744265,-0.00681782308100666,1.3259744999899874,1.2185888532781304,1.199608068477598,-0.029209816015922856,1.1448275862068966,15.956750439482022,0.8220858895705522,182.5705343148231,0.8241384610609277,1.1200646276983013,0.04574335814402691,0.1641374264435968,0.028475711415817232,1.0413793103448277,1.0758620689655172,0.967948717948718,1.7698294974782973,145.0,156.0,151.0,163.0,124.0,134.0,19.0,156.0,Plate 0005,Plate C 0005.jpg,0.1171
G,9,-0.0256051093980759,-0.08422164447290992,-0.0010657681905479333,-0.011638686090034479,-0.03828256566950451,-0.0004844400866126919,-0.06610605045881524,-0.007270857646803575,1.3973966313039496,1.2203502632113623,1.2000895153078384,-0.04232467347671176,1.1419354838709677,5.263348145492387,0.7757575757575758,179.61069010501575,0.7932720164215489,1.0885496370000955,-0.0256051093980759,0.19999999999999998,-0.00958466438363156,0.9620253164556962,1.0,0.9620253164556962,1.019077766725573,158.0,158.0,152.0,165.0,126.0,128.0,11.0,159.0,Plate 0005,Plate C 0005.jpg,0.0689
G,10,-0.009801514999611072,-0.013511644943969357,-2.89686944991447e-06,-0.0044552340907323,-0.0061416567927133825,-1.3167588408544238e-06,-0.04707131744212738,-0.00465828462855053,1.3269850734600155,1.2035191497702096,1.1906790719970701,-0.004373204707453241,1.0974025974025974,-1.3054973266012553,0.7757575757575758,178.91059219621403,0.7972553152023231,1.084306619370994,-0.009801514999611072,0.19999999999999998,-0.003215434031906205,0.9743589743589743,1.0128205128205128,0.9620253164556962,0.9087065107632349,156.0,158.0,152.0,165.0,125.0,128.0,10.0,159.0,Plate 0005,Plate C 0005.jpg,0.0762
G,11,0.10898564823546508,0.15767057196023615,0.0013655932300310064,0.04953893101612063,0.07166844180010744,0.0006207241954686443,0.02063605935498767,-0.001429066039080315,1.1395231532882943,1.1989146834820774,1.194976083003155,0.08587768525811534,1.0140845070422535,0.22052398600587253,0.8313253012048193,184.19554826325202,0.8468591192802143,1.1096117365256146,0.1089410175006736,0.1066991988667086,0.05723905627543677,1.1,1.1428571428571428,0.9625,2.7261693532649898,140.0,160.0,154.0,166.0,122.0,138.0,31.0,160.0,Plate 0005,Plate C 0005.jpg,0.1573
G,12,0.1568367076088157,0.303005225864042,0.00113312975656088,0.07128941254946163,0.137729648120019,0.0005150589802549593,0.057561772878271425,0.0014971083747145411,1.008345860437236,1.1472925783907413,1.1512543723177433,0.1088996153813498,1.0666666666666667,-8.096838294784646,0.8641975308641975,185.04323819042943,0.8580669123949652,1.1422422110520336,0.15678341082437364,0.08669395587984183,0.08127208336975118,1.1538461538461537,1.2,0.9615384615384616,3.4479774798966067,130.0,156.0,150.0,162.0,121.0,140.0,41.0,156.0,Plate 0005,Plate C 0005.jpg,0.1769
H,1,0.0249350936959319,0.0809513260829168,0.00677354719688629,0.011334133498150874,0.03679605731041668,0.003078885089493902,-0.06134491186311998,-0.004709140059057801,1.241163419722376,1.0894146106963434,1.0776656879223359,0.02736435646214614,0.9705882352941176,-1.5973705653763375,0.8986486486486487,182.5212316416915,0.8163959832796825,1.233251565146564,0.024884526741026144,0.21323990971337695,0.037037036351165994,1.0692307692307692,1.0846153846153845,0.9858156028368794,1.262608786623398,130.0,141.0,139.0,148.0,125.0,133.0,19.0,141.0,Plate 0005,Plate C 0005.jpg,0.0986
H,2,0.007151452676740635,-0.02182279751594339,0.0015381222414009438,0.0032506603076092617,-0.009919453416338006,0.0006991464733640609,-0.07822665420760527,-0.008962230916107511,1.343260461722027,1.1452381543184524,1.1218468619488926,-0.013551743043733144,0.9964912280701754,4.999104198503147,0.8571428571428571,181.79383927955314,0.8126287849229383,1.1804794758412542,0.007148154256226695,0.2009204470246767,0.026455025988447515,1.0434782608695652,1.065217391304348,0.9795918367346939,1.0801791089128434,138.0,147.0,144.0,154.0,125.0,132.0,15.0,147.0,Plate 0005,Plate C 0005.jpg,0.092
H,3,1.939621734435838,1.8915549876229727,0.09994271231940424,0.8816462429253806,0.8597977216468057,0.04542850559972908,0.7933829118521629,0.03422558165487922,0.17734952084697259,1.0185617184495157,1.1020795183766972,0.8327035152393244,0.9090909090909091,60.78357225797626,1.3284671532846715,218.55205329623422,0.9840627580990847,1.595270462016308,1.883159319402639,0.05949522795871842,0.7654722877696324,7.833333333333333,7.222222222222222,1.0846153846153845,17.324042262065465,18.0,130.0,141.0,137.0,121.0,182.0,223.0,141.0,Plate 0005,Plate C 0005.jpg,2.1889
H,4,2.052542602566034,1.9859956352029418,0.10189993762591681,0.9329739102572879,0.9027252887286098,0.046318153466325715,0.8402413256104118,0.033944746051109684,0.15836200523940994,1.013788993519209,1.0962063612135124,0.8322270322796318,1.0,64.72485949734802,1.338235294117647,218.55205329623422,0.9840627580990847,1.6070003918840752,1.9916576650148752,0.057293640124776814,0.7873753891237413,8.75,8.0625,1.0852713178294573,18.817207111637217,16.0,129.0,140.0,136.0,121.0,182.0,226.0,140.0,Plate 0005,Plate C 0005.jpg,2.3024
H,5,2.1600295350933756,2.110869292900052,0.11355075630365546,0.9818316068606252,0.9594860422272963,0.0516139801380252,0.8870027718988783,0.038448166645466,0.13814266054822866,0.9747257095879017,1.0649533595025027,0.9329285088748394,1.0666666666666667,65.82912339087218,1.381679389312977,217.7200036744442,0.9815198385860902,1.6619847608736198,2.088871648442793,0.059713212629226735,0.8055555275848776,9.714285714285714,8.857142857142858,1.096774193548387,20.180290238910516,14.0,124.0,136.0,131.0,121.0,181.0,228.0,136.0,Plate 0005,Plate C 0005.jpg,2.631
H,6,2.1156835393496203,2.0578661439740644,0.10637290425236895,0.9616743360680091,0.9353937018063927,0.048351320114713145,0.8673246421829229,0.034818077365743966,0.14644385606176044,0.9958128376277723,1.078936283207894,0.940998809177021,0.9411764705882353,67.07856955958202,1.3582089552238805,218.55205329623422,0.9840627580990847,1.6309854723599568,2.0502560327502453,0.057677968131031564,0.7966101424877918,9.2,8.466666666666667,1.0866141732283465,21.13415943346976,15.0,127.0,138.0,134.0,121.0,182.0,227.0,138.0,Plate 0005,Plate C 0005.jpg,2.5306
H,7,0.2192389507829069,0.14809169418460394,0.008949783178825228,0.09965406853768494,0.0673144064475472,0.0040680832631024184,0.0084316973148707,-0.009376517013633547,1.0930607298431345,1.1388132358969871,1.1144895202731033,0.043354488067369266,1.0924369747899159,28.47526871212257,0.9539473684210527,188.85444130334875,0.8753800846003715,1.2424634296272945,0.21865188469500835,0.09400401472920787,0.11798839230196534,1.2543859649122806,1.280701754385965,0.9794520547945206,5.418764604125754,114.0,146.0,143.0,152.0,121.0,145.0,56.0,146.0,Plate 0005,Plate C 0005.jpg,0.1612
H,8,0.09316858286710289,0.057274111413918936,-0.0022908428780682444,0.04234935584868302,0.026033687006326744,-0.0010412922173037714,-0.0430895571335339,-0.013908434714626973,1.2248584876835988,1.1452618485911474,1.1091655159368103,0.003028586140085977,1.088235294117647,15.998783030965853,0.8831168831168831,183.3712082089225,0.8355491260340144,1.1907221312267695,0.09316858286710289,0.10828445859855565,0.05244122870811522,1.0916030534351144,1.1297709923664123,0.9662162162162162,2.6784228870069304,131.0,148.0,143.0,154.0,123.0,136.0,27.0,148.0,Plate 0005,Plate C 0005.jpg,0.1222
H,9,0.0024809856970355523,-0.018024966660268833,0.00045618071951084374,0.0011277207713797314,-0.008193166663758533,0.0002073548725048096,-0.07599694642113587,-0.01157712138209327,1.3587800073095702,1.1714650147433,1.1406494666399019,-0.011477652608954057,1.0389610389610389,3.651458647059542,0.80625,180.3247071257846,0.7971623265472071,1.1270294195361539,0.0024806462101436538,0.19964423836039022,0.0016638934831298923,0.9866666666666667,1.02,0.9673202614379085,1.0019078083574695,150.0,153.0,148.0,160.0,126.0,129.0,10.0,153.0,Plate 0005,Plate C 0005.jpg,0.0655
H,10,0.02021398580340035,0.05898047007151113,0.0019546386251013126,0.009188175365182013,0.02680930457795966,0.0008884721023187658,-0.05729466889251078,-0.009306607709936604,1.2912193053234569,1.1561440527125721,1.131632317752621,0.03020782222889895,1.0,-2.5667053311261725,0.8125,180.34688796871433,0.805003494254653,1.1271680498044645,0.020202139438783333,0.18396363860076026,0.008375209239946245,1.0,1.0337837837837838,0.9673202614379085,1.0960917319812602,148.0,153.0,148.0,160.0,125.0,130.0,11.0,153.0,Plate 0005,Plate C 0005.jpg,0.0735
H,11,0.25215024376748163,0.3720674938534627,-0.0034586798725601,0.11461374716703716,0.1691215881152103,-0.001572127214799976,0.06093463027809015,-0.009660306515850224,0.9611688039519509,1.130822923023508,1.1059469544866964,0.2021836467647554,0.8861788617886179,5.362470499654819,0.9363057324840764,189.12958520548815,0.8902751021276822,1.2046470395254023,0.25215024376748163,0.06074826782147655,0.12878787634871447,1.2695652173913043,1.3217391304347825,0.9605263157894737,6.049424189042101,115.0,152.0,146.0,157.0,119.0,147.0,62.0,152.0,Plate 0005,Plate C 0005.jpg,0.213
H,12,0.3446365648222861,0.5465819586935272,0.010133626777692362,0.1566529840101301,0.24844634486069417,0.00460619398986023,0.11748063807147693,-0.000920539506306356,0.8288986691946564,1.0886859544288416,1.0863807972054258,0.2620555022508476,0.9181818181818182,0.36181368696824734,0.9935064935064936,193.82982226685345,0.9097531579442097,1.2586352095250224,0.3435920148496018,0.07067981166506764,0.1713147376232124,1.3942307692307692,1.4326923076923077,0.9731543624161074,7.442634734549369,104.0,149.0,145.0,154.0,119.0,153.0,79.0,149.0,Plate 0005,Plate C 0005.jpg,0.244
A,1,2.2841316658268545,3.028421859034302,0.14018512038041153,1.0382416662849336,1.3765553904701373,0.06372050926382328,0.4024976380239696,0.018315025641593135,0.41834094944192335,1.0132415488413042,1.0568856852671782,1.3995417495392288,0.7692307692307693,-66.24591084800409,1.4365079365079365,219.40145851839728,0.9701521716692798,1.741281416812677,2.1919481128083578,0.0677427740067077,0.8260869265910534,11.25,9.75,1.1538461538461537,17.024345345255636,12.0,117.0,135.0,126.0,124.0,181.0,233.0,135.0,Plate 0006,Plate A 0006.jpg,3.89
A,2,2.2765107119648937,2.8801703969365753,0.12886754951738677,1.0347775963476789,1.3091683622438977,0.058576158871539385,0.5902187117967567,0.024764277965997554,0.2783309137896179,1.0233304080025558,1.0833783618352582,1.3499505508854848,0.7333333333333333,-40.61571102414433,1.3555555555555556,220.4948979001555,0.9790201562533937,1.633295540001152,2.191776068647651,0.06321679125972679,0.8237287856363125,11.0,9.692307692307692,1.1349206349206349,32.519278946516636,13.0,126.0,143.0,135.0,123.0,183.0,232.0,143.0,Plate 0006,Plate A 0006.jpg,3.95
A,3,2.2526008365332943,2.7365965614255274,0.07130327758356114,1.0239094711514973,1.2439075279206941,0.03241058071980052,0.6975688607585048,0.007658439649273603,0.21868434526584812,1.0708487051194877,1.0898997563904587,1.266092177671117,0.8125,-16.718869329871694,1.2808219178082192,221.11761576138613,1.0078825607531192,1.5145042175437406,2.2054246350505053,0.0394917652363433,0.8233438226074504,10.642857142857142,10.0,1.0642857142857143,59.76629981421705,14.0,140.0,149.0,146.0,118.0,187.0,231.0,149.0,Plate 0006,Plate A 0006.jpg,1.6388
A,4,2.21158628981345,2.5971904779174824,0.06593666327635173,1.00526649536975,1.1805411263261283,0.029971210580159835,0.7632987332397257,0.012245216598689747,0.1859198342961019,1.0480433346228202,1.078014138697365,1.2193152461131112,0.875,0.4773185140925307,1.2533333333333334,221.96396103872357,1.0102867940994915,1.479759740258157,2.1686874848807838,0.03787783536722115,0.8170731458209407,10.2,9.666666666666666,1.0551724137931036,60.0408522790672,15.0,145.0,153.0,150.0,118.0,188.0,230.0,153.0,Plate 0006,Plate A 0006.jpg,1.5278
A,5,1.056401909006839,1.353150148512588,0.022244451080766503,0.4801826859121995,0.6150682493239036,0.01011111412762114,0.3047903370469359,-0.002118385529785511,0.5273006540002725,1.0689737299757653,1.0637722256951172,0.7135409330265026,0.8113207547169812,5.097391825683019,1.125,213.60009363293827,1.0022717790638567,1.3350005852058642,1.0493989181372254,0.037932423411789096,0.5084337226883441,3.0784313725490198,3.0588235294117645,1.0064102564102564,24.303336097290973,51.0,156.0,157.0,160.0,115.0,180.0,172.0,158.0,Plate 0006,Plate A 0006.jpg,0.4369
A,6,0.9125741585128224,1.1388002383440747,0.021940798806164147,0.4148064356876465,0.5176364719745794,0.009973090366438314,0.29606201033321206,0.002088327825674287,0.5265036488223201,1.0360365280788555,1.0410303610692209,0.6254998608876233,0.819672131147541,13.05303725700395,1.098159509202454,212.7580785775243,0.999741253053734,1.3052642857516827,0.9066066562405514,0.04297076983645809,0.45995422288434273,2.711864406779661,2.694915254237288,1.0062893081761006,11.88654787307346,59.0,159.0,160.0,163.0,115.0,179.0,161.0,160.0,Plate 0006,Plate A 0006.jpg,0.4161
A,7,0.3434672512907062,0.5313885092391463,0.007806380190804679,0.15612147785941194,0.24154023147233922,0.00354835463218392,0.08936144532279895,-0.0007766027291822926,0.8124277040553535,0.9998221932042289,0.998035914871826,0.29715991898552524,0.9433962264150944,-1.6696643450107729,0.9578313253012049,198.600100704909,0.9283022670065979,1.1963861488247531,0.3426647598726392,0.06572995096330897,0.21821631464485172,1.5533980582524272,1.5631067961165048,0.9937888198757764,3.955526540161923,103.0,161.0,160.0,166.0,119.0,159.0,92.0,161.0,Plate 0006,Plate A 0006.jpg,0.1121
A,8,0.24655741277596435,0.3761247271646593,0.009449912589584913,0.11207155126180189,0.17096578507484506,0.004295414813447682,0.09602319130779083,0.0030425224175590687,0.7951276403563428,0.9849575637902284,0.9918820753479731,0.21101693802343047,1.018018018018018,-0.9357336531848262,0.9239766081871345,197.80040444852483,0.9252729760666365,1.156727511394882,0.24586040497508796,0.08820434371209059,0.19424460082293885,1.4821428571428572,1.4821428571428572,1.0,2.4314521039594514,112.0,166.0,166.0,171.0,119.0,158.0,88.0,167.0,Plate 0006,Plate A 0006.jpg,0.0966
A,9,1.4022934367060271,1.469488666748517,0.02504525214777753,0.6374061075936488,0.6679493939765987,0.011384205521717074,0.6725831907518117,0.01284831422490944,0.21393971957667915,0.977296399432692,1.0066409952252489,0.7057332976404237,1.1,31.202436749507967,1.0971428571428572,223.29352879114074,1.034985088834433,1.2759630216636615,1.391835773338559,0.031108547459048865,0.6811594038367295,5.333333333333333,5.212121212121212,1.0232558139534884,3.93990554017401,33.0,172.0,176.0,175.0,114.0,192.0,206.0,176.0,Plate 0006,Plate A 0006.jpg,0.7028
A,10,1.3469949876045333,1.4414730133475742,0.017229270865057142,0.6122704489111515,0.6552150060670792,0.007831486756844072,0.7004963588190537,0.011704877478192956,0.1885655466947585,0.9209876910368509,0.9461471889279149,0.657120609661051,1.1379310344827587,25.684469213483055,1.1162790697674418,223.80571931923456,1.0311431098992319,1.3011960425536893,1.3400684668267295,0.02692478093528268,0.6888888718792872,5.492063492063492,5.365079365079365,1.0236686390532543,2.9314656488495476,31.5,169.0,173.0,172.0,115.0,192.0,210.0,173.0,Plate 0006,Plate A 0006.jpg,0.7736
B,1,2.254312144138565,2.845871123954843,0.08464871092971782,1.024687338244802,1.2935777836158375,0.03847668678623539,0.5469563320437065,0.0028035976334288004,0.33468772100146527,1.1716354772589948,1.1792234618455957,1.3152546542391985,0.7333333333333333,-48.11647286562442,1.3098591549295775,221.3504009483606,0.9978301839061905,1.5588056404814128,2.1984825304766593,0.045107711853578134,0.8311688041828311,11.307692307692308,10.384615384615385,1.0888888888888888,8.052681296377337,13.0,135.0,147.0,142.0,120.0,186.0,232.0,147.0,Plate 0006,Plate A 0006.jpg,2.14
B,2,2.2551877599108057,2.7044576607053887,0.07884473152967997,1.0250853454140028,1.2292989366842677,0.03583851433167273,0.6751126190921328,0.010176104330115454,0.2568740437434928,1.18756321629776,1.2157179850073176,1.274551490306205,0.8,-21.070557236306314,1.2516556291390728,223.34278586961344,1.0088747645380813,1.4790912971497578,2.203077445003683,0.042637093443052054,0.8287461520261116,11.071428571428571,10.285714285714286,1.0763888888888888,12.161964674996904,14.0,144.0,155.0,151.0,119.0,189.0,231.0,155.0,Plate 0006,Plate A 0006.jpg,2.28
B,3,2.015110267421073,2.3413266008559344,0.04329789643069748,0.915959212464124,1.0642393640254246,0.019680862013953415,0.6534830415775128,0.0017983887540182486,0.27338457368935853,1.2259101977669216,1.230997147301602,1.2012899846290688,0.6363636363636364,0.28142011914408727,1.1875,222.61176967986216,1.0226728186968124,1.3913235604991385,1.9892708938803232,0.03072682741773196,0.7859154708192826,8.473684210526315,8.210526315789474,1.0320512820512822,17.952820475414125,19.0,156.0,161.0,160.0,116.0,190.0,225.0,161.0,Plate 0006,Plate A 0006.jpg,0.9217
B,4,1.8771457754547485,2.12995654081685,0.03493153796117271,0.8532480797521583,0.9681620640076589,0.015877971800533047,0.6562047353968922,0.003918460822507339,0.26239663287629056,1.178269219013165,1.18894836278886,1.1337223478271305,0.64,16.94942414430909,1.1801242236024845,222.0923231451281,1.0265158418489166,1.3794554232616651,1.8576783073607823,0.028649905137505177,0.7562326660323362,7.2727272727272725,7.136363636363637,1.019108280254777,23.76512404546783,22.0,157.0,160.0,161.0,115.0,190.0,221.0,160.0,Plate 0006,Plate A 0006.jpg,0.8985
B,5,0.6780268848084693,0.8490392729209532,0.007430926678453381,0.30819403854930427,0.3859269422367969,0.003377693944751639,0.1643052853556018,-0.00406701552445092,0.7994494280315578,1.1780488428323963,1.167068323142183,0.4612075088687349,0.8795180722891566,12.024639884310346,1.029940119760479,206.90335908341362,0.9814532414765031,1.2389422699605606,0.6765187364702762,0.037347617506231175,0.3526970881183177,2.076923076923077,2.1025641025641026,0.9878048780487805,14.431986881684558,78.0,164.0,162.0,167.0,115.0,172.0,135.0,164.0,Plate 0006,Plate A 0006.jpg,0.3273
B,6,0.6401975442141766,0.7543277219457742,0.0020828801825651666,0.29099888373371663,0.34287623724807914,0.0009467637193478623,0.19326074284038652,-0.0030429662350895045,0.7232846161697088,1.1366138325452444,1.128677768490918,0.4266102754649744,0.926829268292683,20.383684696390162,1.0178571428571428,206.0728026693479,0.978756060128542,1.2266238254127853,0.6397977575931346,0.03210205147737699,0.3429158040469034,2.025,2.0625,0.9818181818181818,10.441484515392531,80.0,165.0,162.0,168.0,115.0,171.0,132.0,165.0,Plate 0006,Plate A 0006.jpg,0.332
B,7,0.18789578395911533,0.26577695552756014,0.0002427886626974185,0.08540717452687063,0.1208077070579819,0.0001103584830443316,0.0310782852017857,-0.001082104360696945,1.0080122497192263,1.0854909310433958,1.0827896479812407,0.13356049942925835,1.2241379310344827,2.1809655603986755,0.8698224852071006,189.76037521042164,0.886179162482116,1.1228424568664002,0.18788209926602767,0.07466634259500039,0.13438045140697294,1.2983870967741935,1.3225806451612903,0.9817073170731707,3.0778792345501067,124.0,164.0,161.0,169.0,120.0,147.0,59.0,164.0,Plate 0006,Plate A 0006.jpg,0.1151
B,8,0.02457440151823327,0.04874877381816219,0.0022970223054530337,0.01117018250828782,0.022158533553710075,0.0010441010479331856,-0.00015785757019073227,0.0022255624751128383,1.0759553573245546,1.0700666582217324,1.0755643396142345,0.04454013948918989,1.2148148148148148,-3.686476177125627,0.7988505747126436,185.60711193270586,0.8463911188463816,1.0667075398431372,0.024557478795265746,0.18054713252550525,0.07051281938280739,1.1448275862068966,1.1586206896551725,0.9880952380952381,1.1071229609276252,145.0,168.0,166.0,174.0,123.0,139.0,32.0,168.0,Plate 0006,Plate A 0006.jpg,0.0678
B,9,1.6787741057275263,1.66269220158334,0.029690660722190884,0.7630791389670574,0.7557691825378818,0.013495754873723113,0.7963819233997527,0.016811492373069007,0.1713378141182718,1.0313917495451677,1.0720996281682997,0.7497233786054242,1.2,48.902813363254666,1.128654970760234,224.1539649437413,1.037262716159448,1.3108419002557972,1.6639529470053585,0.028897254581604838,0.7435897245233405,6.88,6.72,1.0238095238095237,5.228620077642404,25.0,168.0,172.0,171.0,114.0,193.0,219.0,172.0,Plate 0006,Plate A 0006.jpg,0.919
B,10,1.2486762574895183,1.2794813920833783,0.016030808542695157,0.5675801170406901,0.5815824509469901,0.007286731155770472,0.6475574909844473,0.01247967327288648,0.223754968757142,0.9657183992954194,0.9938713674133867,0.5151025147338267,1.5666666666666667,39.85131384610577,1.1317365269461077,221.23742902140225,1.0241753556371596,1.324775024080253,1.2426998126576907,0.027991074645674695,0.6491227907488023,4.742857142857143,4.6571428571428575,1.01840490797546,3.4783840111863613,35.0,163.0,166.0,167.0,115.0,189.0,202.0,166.0,Plate 0006,Plate A 0006.jpg,0.6871
C,1,2.1553119495937323,2.6696067827731644,0.05425142823487916,0.9796872498153327,1.2134576285332563,0.024659740106763334,0.6325326865886535,-0.00224215102774708,0.28157053192094356,1.2144007838990603,1.2081473005611523,1.2273686132641997,0.8,-38.448181066075904,1.2635135135135136,221.11761576138613,1.0078825607531192,1.4940379443336902,2.120795100632872,0.03366045380573501,0.8249999742187508,10.714285714285714,10.142857142857142,1.056338028169014,5.03507597454579,14.0,142.0,150.0,148.0,118.0,187.0,231.0,150.0,Plate 0006,Plate A 0006.jpg,1.25
C,2,2.0935265389807753,2.4736510204837057,0.051583721146692296,0.9516029722639887,1.1243868274925934,0.023447145975769274,0.6895621704308046,0.005048170022323342,0.2539477233019038,1.2281695452609371,1.2425288864973205,1.195942750884851,0.7647058823529411,-12.014295288880248,1.2272727272727273,222.28360263411244,1.0164888305933455,1.4434000171046262,2.0616226880261252,0.03339361693402976,0.8100889967332643,9.75,9.3125,1.0469798657718121,6.9923304364923515,16.0,149.0,156.0,154.0,117.0,189.0,230.0,156.0,Plate 0006,Plate A 0006.jpg,1.16
C,3,1.4378635989555244,1.7132287277499139,0.02526627828827227,0.6535743631616021,0.7787403307954155,0.011484671949214681,0.4542011825482607,-0.0003274553765100774,0.43571546158137514,1.240885212900459,1.2399499456955072,0.9670635150633072,0.5945945945945946,5.878453773071612,1.1625,218.68013169924697,1.0170442832301667,1.3667508231202936,1.4270467508542866,0.030536462205175495,0.6526315617728536,4.787878787878788,4.7272727272727275,1.0128205128205128,8.793928860430954,33.0,156.0,158.0,160.0,115.0,186.0,204.0,159.0,Plate 0006,Plate A 0006.jpg,0.6323
C,4,1.0460728876071033,1.248814414666784,0.011454488565753707,0.47548767618504684,0.5676429157576289,0.005206585711706221,0.3242758314100006,-0.0017277392014832527,0.5697127480749572,1.2068672661611197,1.2020755641636338,0.7374781654714675,0.6607142857142857,18.01827425159462,1.13125,213.9088590965788,1.0087282443926098,1.3369303693536174,1.042490528854303,0.028938044412579765,0.5157384863017316,3.12,3.14,0.9936305732484076,10.378682837165645,50.0,157.0,156.0,160.0,114.0,181.0,174.0,158.0,Plate 0006,Plate A 0006.jpg,0.4678
C,5,0.4719080892140043,0.6002881326850545,-0.009523497626247143,0.2145036769154565,0.2728582421295702,-0.004328862557385037,0.10298709423606156,-0.007703969635207392,0.9281292111140702,1.1975661319919435,1.176509763813266,0.3637346840429954,0.8865979381443299,15.472807192882954,1.0,201.12185361118767,0.9621070194674849,1.218920324916289,0.4719080892140043,0.03780665780005889,0.26546905657746395,1.6956521739130435,1.75,0.968944099378882,8.15324237738428,92.0,161.0,156.0,165.0,115.0,165.0,111.0,161.0,Plate 0006,Plate A 0006.jpg,0.2661
C,6,0.4750081087141151,0.5356769413691885,-0.008181419254062856,0.21591277668823405,0.24348951880417657,-0.0037188269336649905,0.13996543857067187,-0.0044481104196980314,0.8370905903300746,1.167309470670503,1.155414726645886,0.28248992189355754,1.041237113402062,24.377699117167737,0.9939393939393939,200.30227157973022,0.9592523666781125,1.213953161089274,0.4750081087141151,0.03760631634381514,0.26838965669205456,1.7065217391304348,1.7608695652173914,0.9691358024691358,8.085077240362107,92.0,162.0,157.0,165.0,115.0,164.0,111.0,162.0,Plate 0006,Plate A 0006.jpg,0.2722
C,7,-0.015296992987151477,-0.005481372864648703,0.002568699886578792,-0.0069531786305234555,-0.0024915331202948784,0.001167590857535792,-0.048993686706231686,0.00246715513365859,1.2664915789944506,1.1249713561214725,1.1313803192564125,0.006570842994567078,1.2777777777777777,-1.406724816544454,0.7857142857142857,181.79383927955314,0.8126287849229383,1.0821061861878163,-0.015285214048873374,0.22335181715071584,0.024077046162487223,1.0394736842105263,1.0592105263157894,0.9813664596273292,0.8196327311227807,152.0,161.0,158.0,168.0,125.0,132.0,14.0,161.0,Plate 0006,Plate A 0006.jpg,0.0665
C,8,-0.008724134408805661,-0.02479671604681379,-0.007216275709901649,-0.0039655156403662385,-0.011271234566733594,-0.0032801253226825526,-0.011518597838345232,-0.0002891896445440939,1.127630051803907,1.098847016322242,1.0981155554952928,-0.03857543533604245,1.4661654135338347,4.192301532846585,0.8035714285714286,183.3057555015663,0.8278436971974081,1.0911056875093232,-0.008724134408805661,0.19999999999999998,0.0457516332393524,1.082191780821918,1.1095890410958904,0.9753086419753086,1.0569659351613088,146.0,162.0,158.0,168.0,124.0,135.0,25.0,162.0,Plate 0006,Plate A 0006.jpg,0.0823
C,9,0.5073433466854782,0.43820234078430875,-0.0012960629180459177,0.2306106121297628,0.19918288217468577,-0.0005891195082026596,0.25967190277750063,0.0039023732139081974,0.6144959610023749,1.1073593124255443,1.1173543792154155,0.13280408606945193,1.4252873563218391,38.23322651224345,0.9883720930232558,205.24375751773792,0.9760370693115438,1.1932776599868484,0.5073433466854782,0.03563657099103472,0.32539681894053935,1.9529411764705882,1.9764705882352942,0.9880952380952381,3.7948663612679367,85.0,168.0,166.0,172.0,115.0,170.0,127.0,169.0,Plate 0006,Plate A 0006.jpg,0.3138
C,10,0.6740538745656106,0.661194209488111,-0.004666489849476176,0.3063881248025502,0.30054282249459585,-0.0021211317497618794,0.3744021373387934,0.0036417214199196777,0.4367283126463527,1.0255852439404476,1.0342213169655383,0.23124005854621552,1.5862068965517242,40.64819487789191,1.0858895705521472,211.0781845667619,0.9946197159329784,1.2949581875261467,0.6740538745656106,0.02805929632346842,0.42729305531782874,2.484375,2.5,0.99375,3.269419241057491,64.0,160.0,159.0,163.0,115.0,177.0,152.0,161.0,Plate 0006,Plate A 0006.jpg,0.414
D,1,1.558487080134749,2.0122287382510327,0.030822748502591202,0.7084032182430676,0.914649426477742,0.014010340228450574,0.47321348933144336,-0.0054208339339436445,0.40772591905753713,1.2274467027747609,1.2122210178790005,1.0706921682245603,0.5172413793103449,-35.28441518745882,1.2156862745098038,219.20766409959302,1.0131641291382083,1.4327298307162943,1.544208059141967,0.031659069543604285,0.7150996947265045,6.12,5.92,1.0337837837837838,3.2763815889253425,25.0,148.0,153.0,153.0,116.0,186.0,213.0,153.0,Plate 0006,Plate A 0006.jpg,0.67
D,2,1.2182280541733799,1.5222695903764363,0.02333581704851395,0.5537400246242636,0.6919407228983802,0.010607189567506309,0.3740819018136161,-0.0016499663473654447,0.5392321748982205,1.280877703719101,1.2760206409153652,0.8963636095697752,0.5227272727272727,-11.277447191645024,1.1419753086419753,217.83020910791964,1.0146300966744437,1.344630920419257,1.2097588408783122,0.034132554952491595,0.6070528814344363,4.128205128205129,4.051282051282051,1.018987341772152,3.9992570188724827,39.0,158.0,161.0,162.0,115.0,185.0,195.0,161.0,Plate 0006,Plate A 0006.jpg,0.58
